item_id,translator,back_en,seconds,n_chunks,retry,len_ratio
US-00032,gpt-oss:120b,"A 14-year-old boy has been brought to the doctor with fever, discomfort, and severe right knee joint pain and swelling for the past 3 days. She also had episodes of abdominal pain and nosebleeds during this period. Five days ago, he had swelling and pain in his left ankle joint which has now healed. He reported that he had a sore throat while camping in the woods three weeks earlier, for which he received symptomatic treatment. His vaccination is up to date. It has a temperature of 38.7 ° C (101.6 ° F), a pulse of 119 / min, and a blood pressure of 90/60 mmHg. Examination reveals a swollen, sensitive right knee; motion is limited. There are painless 3 to 4-mm nodules on the elbow. Cardiofacial examination is normal. It has a hemoglobin concentration of 12.3 g / dl, a leukocyte count of 119800 / m3, and an erythrocyte sedimentation rate of 58 mm / h. Arthrocentesis of the right knee joint yielded clear, straw-colored fluid; no organism was detected in Gram colorization. Analysis of the synovial fluid showed a leukocyte count of 1,350 / mm3 and 17% neutrophils. Which of the following is the most likely diagnosis?
A. acute romantic fever
B. Septic arthritis
C. Acute lymphoblastic leukemia
D. Infectious endocarditis
E. Lyme disease
F. Kawasaki disease
G. Youth idiopathic arthritis",1.93,13,0,1.022
US-00033,gpt-oss:120b,"A 75-year-old male came to the emergency department with fatigue and black sticky stools within the last 3 days. He complained of nausea and lost 2 kg (4.4-পাউন্ড) in the last month. He has a history of multicellular kidney disease, hypertension, and hyperlipidemia. He does not smoke or drink alcohol. Current medications include hydrochlorothiazide, furosemide, valsartan, and atorvastatin. He looks thin and tired. It has a temperature of 37 ° C (98.6 ° F), a pulse rate of 75 beats per minute, and a blood pressure of 110/65 mmHg. Examination revealed conjunctival whiteness and multiple abrasion marks on the extensor surface of the upper limb. An abdominal examination shows no abnormalities. Flapping tremors can be seen when both wrists are bent. The results of the laboratory: Hemoglobin 8.5 mg / dl Platelets 109,000 / cubic mm Average corpuscular volume denser than 81 μm Initial time of 11 seconds Partial thromboplastin time 34 seconds Serum creatinine 6.1 mg / deciliter Which of the following is the most likely underlying cause of the patient's current condition?
A. Hereditary anti-thrombin deficiency
B. Inhibition of the cyclooxygenase enzyme
C. Ineffectiveness of platelet assembly
D. Decreased levels of von Wille-Bird factor
E. Acquired factor 7 deficiency
F. Disruption of thrombopoietin production",2.11,18,0,1.043
US-00034,gpt-oss:120b,"A 26-year-old primigravid woman, at 10 weeks of gestation, comes to the doctor for a gestational visit. Pregnancy was confirmed by ultrasound, 3 weeks before the patient presented with severe vomiting and nausea. Vomiting and nausea decreased without any medication. She has no vaginal bleeding or discharge. Life expectancy is within normal limits. The pelvic exam shows a uterus corresponding to 10 weeks in size of the womb. Transvaginal ultrasound shows a fetal sac with an average radius of 23 millimeters and a fetus with a length of 6 millimeters, but missing the heartbeat. Which of the following is the most appropriate next step?
A. Sequential beta-hCG measurement
B. Misoprostol therapy
C. Oxytocin infusion
D. Cervical Circulation
E. Thrombophilia work-up
F. Methotrexate therapy
G. Levonorgestrel therapy",1.11,8,0,1.0
US-00035,gpt-oss:120b,"A previously healthy 65-year-old male came to the doctor with chronic left-sided abdominal discomfort. About 3 months ago, he began to experience initial satiety and began to eat less. He lost 7 kg (15,4 lb) during this period. He sometimes experiences pain in his left shoulder. He recently retired from his job on the production line of a shoe factory. His pulse is 72 / min, blood pressure 130/70 mmHg, and temperature is 37.8 ° C (100.1 ° F). Physical examination shows an increase in non-sensory, bilateral axillary, and right-sided inguinal lymph nodes. The spleen can be touched 7 cm below the costal edge. Which of the following is the strongest indicator of a poor prognosis for this patient's condition?
A. An increase in peripheral lymph nodes
B. Basophilia
C. Bone lesions
D. Thrombocytopenia
E. Lymphocytosis
F. BCR-ABL gene",1.09,9,0,1.048
US-00036,gpt-oss:120b,"A 50-year-old male patient came to the doctor because of the slow increasing rhythmic movements of his right hand over the past 5 months. Her symptoms worsen when she's in a meeting, and she worries that people are noticing it more often. There is no personal or family history of severe disease, but the patient recalls that his father used to shake his head in his old age. He is not taking any medication. Neurological examination shows tremors in the right hand when the limbs are relaxed. The tremors subside when the patient is asked to move his or her arm. The swing of his arms decreases as he walks. Which of the following is the best pharmacotherapy?
A. Donepezil
B. Trihexyphenidyl
C. Clonazepam
D. Propranolol
E. Methimazole
F. Levodopa / Carbidopa",0.92,8,0,1.0
US-00037,gpt-oss:120b,"A previously healthy 25-year-old male was brought to the emergency department in 30 minutes after suffering a fall during soccer practice. His father died of a sudden cardiac arrest at the age of 36. The patient is doing well. His pulse is 73 / min and blood pressure is 125/78 mmHg. Heart tests have been shown. An ECG shows large R waves in the lateral leads and deep S waves in V1 and V2. Further evaluation has the highest probability that any of the following will occur.
A. Monoclonal light chain deposition in the myocardium
B. Aortic root dilatation
C. Isentric left ventricular dilatation
D. Asymmetric septal hypertrophy
E. Mitral valve fibrinoid necrosis
F. Aortic valve calcification",1.29,7,0,1.04
US-00038,gpt-oss:120b,"The 26-year-old primigravid woman, who is 39 weeks pregnant, was admitted to the hospital during active labour. The pregnancy was complicated by mild oligohydramnios detected a week earlier, which have been managed with hydration. His pulse is 92 per minute, respiration is 18 per minute, and blood pressure is 134/76 mmHg. The pelvic exam shows cervical effusion 100% and cervical dilation 10 cm; the vertex is at the 0 station. Cardiotocography has been demonstrated. Which of the following is the best next step in management?
A. Elective Caesarean section
B. Emergency Caesarean section
C. Assurance
D. Maternal rehabilitation and oxygenation
E. The Delivery of Tocolytics
F. fetal head lift
G. Rapid amnioinfusion",1.41,6,0,1.021
US-00039,gpt-oss:120b,"After 5 minutes of changing position and starting oxygen inhalation, the oxytocin infusion is stopped. A repeat CTG that is performed 10 minutes later shows recurrent variable deceleration and a total of 3 uterine contractions in 10 minutes. Which of the following is the most appropriate next step in management?
A. Apply terbutaline
B. Observe without interference
C. Amnioinfusion
D. Emergency Caesarean section
E. Resume the oxytocin infusion",1.09,3,0,0.987
US-00040,gpt-oss:120b,"A 70-year-old male with intermittent episodes of shortness of breath visits the doctor as he climbs stairs and walks his dog. It started about 1 month ago and seems to be getting worse. He also has a dry cough now. He has no shortness of breath, fever, tremors, recent weight loss, or shortness of breath at rest. She has Hodgkin lymphoma in her history, for which she was treated with chemotherapy and chest radiation 7 years ago. He also has high blood pressure, for which he takes lisinopril. Ten years ago, he retired from working in the shipbuilding industry. He has been smoking half a pack of cigarettes every day since the age of 21. Life signs are within normal limits. When listening to the lungs, mild Duboisler crackles can be seen. A typical chest X-ray shows bilateral ground-glass opacities and bilateral calcified pleural plaques at the base of the lungs. Which of the following is the highest risk factor for this patient's current condition?
A. Professional contact
B. Smoking
C. The advanced age
D. Family history
E. Radiation therapy",0.94,12,0,1.024
US-00041,gpt-oss:120b,"In the first 24 hours after delivery, a 2888 g (6.3 lb) male newborn is not eating well, crying loudly, and sweating. She was born to a 30-year-old woman at 38 weeks gestation, Gavida II, para 1, after unplanned labor and delivery. Apga's scores were 8 and 9 at 1 and 5 minutes, respectively. The mother did not receive pregnancy care. He often takes codeine syrup for dry cough. The child has a temperature of 37.8 ° C (100 ° F), a pulse of 165 per minute, and a blood pressure 83/50 mmHg. The test showed hyperreflexia, tremor, and excessive startle response. The baby has been wrapped to prevent rubbing and fluid resuscitation has been initiated. Complete blood counts and serum levels of glucose, bilirubin, and calcium are within normal limits. What would be the most appropriate next step in treating this newborn?
A. Oral morphine therapy
B. Oral clonidine therapy
C. Intravenous calcium gluconate therapy
D. Medical hypothermia
E. Combined intravenous therapy of ampicillin and gentamicin
F. Oral Methymazole Therapy
G. Dextrose infusion",1.3,10,0,0.988
