item_id,translator,back_en,seconds
US-00033,gpt-oss:120b,"A 75-year-old male came to the emergency department with exhaustion and black sticky stools for the past three days. He complained of nausea and lost 2 kg (4.40 lb) in the last month. His disease history includes polycystic kidney disease, hypertension, and hyperlipidemia. He doesn't smoke or drink. Current medications include hydrochlorothiazide, furosemide, valsartan, and atorvastatin. He looks thin and tired. Its temperature is 37.0 ° C (98.6 ° F), pulse 75 / min, blood pressure 110/65 mm Hg. Examination shows multiple abrasion marks on the extensor surface of the conjunctival pallor and upper limb. The abdominal exam is normal. There are flapping tremors in both wrist bends. The results of the lab: Hemoglobin 8.8 mg / dL Platelets 109,000 / mm3 Mean corpuscular volume 81 μm3 Prothrombin time is 11 seconds Partial thromboplastin time 34 seconds Serum creatinine 6.1 mg / dL Which of the following is the most likely underlying cause of this patient's current condition?
A. Inherited anti-thrombin deficiency
B. Suppression of the cyclooxygenase enzyme
C. Impairment of blood cell (platelet) aggregation
D. Reduced levels of von Willebrand factor
E. Acquired factor VII deficiency
F. Disruption of thrombopoietin production",2.5
US-00034,gpt-oss:120b,"A 26-year-old first-time pregnant woman, who is 10 weeks into her pregnancy, comes to the doctor for a pre-natal visit. Pregnancy was confirmed on ultrasound three weeks earlier after the patient developed severe vomiting and nausea. Vomiting and nausea decreased without any medication. She is not experiencing any vaginal bleeding or discharge. Vital signs are within normal limits. The pelvic exam shows the uterus to be of a size consistent with 10 weeks gestation. Transvaginal ultrasound shows a fetus with an average diameter of 23 mm and a length of 6 mm in the gestational sac, which is missing a heartbeat. Which of the following is the best next management step?
A. Measuring sequential β-HCG
B. Misoprostol therapy
C. Oxytocin infusion
D. Cervical Circulation
E. Assessment of thrombophilia
F. Methotrexate therapy
G. Levonorgestrel therapy",1.46
US-00035,gpt-oss:120b,"A previously healthy 65-year-old male came to the doctor with chronic left abdominal discomfort. About 3 months ago, he began to feel full sooner and ate less food. During this time, he lost 7 kg (15,4 lb). Sometimes there is also pain in the left shoulder. He recently retired from working on the production line at the shoe factory. Its pulse is 72 / min, blood pressure 130/70 mm Hg, and temperature is 37.8 ° C (100.1 ° F). Physical examination reveals non-tender, bilateral axillary, and right inguinal lymphadenopathy. The spleen is palpable 7 cm below the rib cage. Which of the following is the strongest poor prognostic indicator for a patient's condition?
A. Peripheral lymphadenopathy
B. Basophilia
C. Bone lesions
D. Thrombocytopenia
E. Lymphocytosis
F. The BCR-ABL gene",1.18
US-00036,gpt-oss:120b,"A 50-year-old male patient came to the doctor with slowly increasing rhythmic movements of his right hand over the past five months. He worries that the symptoms get worse during the meeting and that people are noticing it more. There is no personal or family history of serious illness, but the patient recalls his father shaking his head as he got older. He is not taking any medication. The nerve test shows tremor (tremor) of the right hand at rest. When the patient is asked to move the arm, the tremor decreases. The swing of his arms decreases as he walks. Which of the following is the best pharmacotherapy?
A. Donepezil
B. Trihexyphenidyl
C. Clonazepam
D. Propranolol
E. Methimazole
F. Levodopa / carbidopa",0.97
US-00037,gpt-oss:120b,"A previously healthy 25-year-old male was brought to the emergency department 30 minutes after a sudden fall during soccer training. His father died of a sudden cardiac arrest at the age of 36. The patient is doing well. His pulse is 73 / min and blood pressure 125/78 mm Hg. Cardiac examination has been shown. An ECG shows large R waves in the lateral leads and deep S waves in V1 and V2. Further evaluation will show which of the following to be the most likely?
A. Storage of unicellular light chains in the heart muscle
B. An extension of the aortic root
C. Isentric dilation of the left ventricle
D. Irregular septal overgrowth
E. Fibrinoid necrosis in the mitral valve
F. Calcification of the aorta valve",1.01
US-00038,gpt-oss:120b,"A 26-year-old is the first pregnant woman to be hospitalized during active labor at 39 weeks gestation. There was mild oligohydramniosis, diagnosed a week earlier, which has been controlled by fluid intake. His pulse is 92 / min, respiration 18 / min, and blood pressure 134/76 mmHg. The pelvic exam shows cervical effection 100% and cervical dilation 10 cm; the vertex is at the zero station. Cardiotocograph is shown. Which of the following is the best next management step?
A. Elective Caesarean section
B. Emergency Caesarean section
C. providing reassurance
D. Positioning and oxygenation of the mother
E. The use of tocolytics
F. Raising the head of the fetus
G. Rapid anoinfusion",1.11
US-00039,gpt-oss:120b,"Oxytocin infusions are stopped after five minutes of changing positions and breathing oxygen. Repeated variable deceleration was observed in CT G, repeated after ten minutes, and a total of 3 uterine contractions were recorded at 10 minutes. Which of the following is the most appropriate next management step?
A. Provide terbutaline
B. Observe without interfering
C. Do Amnioinfusion
D. Have an emergency caesarean section
E. Resume the oxytocin infusion",1.15
US-00040,gpt-oss:120b,"A 70-year-old male patient came to the doctor complaining of occasional shortness of breath while climbing stairs and walking his dog. It started about a month ago and is slowly increasing. He also had a dry cough. There are no respiratory bases, fever, tremors, recent weight loss, or shortness of breath at rest. He had Hodgkin lymphoma 7 years earlier and had undergone chemotherapy and radiation treatment to the chest. He also has high blood pressure, for which he takes lisinopril. He retired from the shipbuilding industry ten years ago. Starting at age 21, he smoked a half-pack of cigarettes every day. Biological signs are within normal limits. Light two-basilar crackles can be seen when listening to the lungs. Typical X-rays of the chest show ground-glass opacities at the base on both sides and bilateral calcified pleural plaque. Which of the following is the greatest risk factor for the patient's current condition?
A. Professional contact
B. Smoking
C. The progression of age
D. Family history
E. Radiation therapy",1.1
US-00041,gpt-oss:120b,"In the first 24 hours after delivery, a male newborn weighing 2888 grams (6.37 lb) was not eating well, crying loudly and sweating profusely. She was born to a 30-year-old woman at 38 weeks gestation, gravida 2, para 1, after delivery and delivery without complications. Apga's score was 8 and 9 in minutes 1 and 5, respectively. The mother did not receive any prenatal care during the pregnancy. He takes codeine syrup frequently for dry cough. The child has a temperature of 37.8 ° C (100 ° F), a pulse of 165 / min, and a blood pressure 83/50 mm Hg. The test showed hyperreflexia, tremor, and excessive startle response. The baby has been wrapped to prevent rubbing and fluid resuscitation has been initiated. Complete blood counts and serum levels of glucose, bilirubin, and calcium are within normal limits. What would be the best next treatment for this newborn?
A. Oral morphine therapy
B. Oral clonidine therapy
C. Intravenous calcium gluconate therapy
D. Therapeutic hypothermia
E. Intravenous ampicillin and gentamicin combination therapy
F. Oral methimazole therapy
G. Dextrose infusion",1.49
US-00042,gpt-oss:120b,"A 55-year-old woman came to the doctor after 10 days after noticing a lump in her left breast while bathing. She is concerned that it could be breast cancer, as her sister was diagnosed with breast cancer 3 years ago at the age of 61. Menopause occurred 6 months earlier. He smoked two packs of cigarettes every day for 30 years. She has taken oral contraceptives for 20 years. Current medications include hormone replacement therapy and calcium supplements. Examination shows a 2.5 cm, tactile, hard, non-painful lump in the upper outer quadrant of the left breast; the skin over the lump is tender. Examination of the right breast and axilla is normal. Mammography shows irregular nodules with microcalcifications and oil cysts. Foam cells and many nucleated giant cells are found in core biopsies. Which of the following is the best next management step?
A. Neoadjuvant chemotherapy
B. Trastuzumab for 1 year
C. providing reassurance
D. Lumpectomy with axillary staging
E. Anastrozole for 5 years
F. Tamoxifen for 5 years
G. Modified radical mastectomy
H. Extensive excision of the joint
I. Simple mastectomy",1.48
US-00043,gpt-oss:120b,"An otherwise healthy 28-year-old first pregnant woman, who is in her 30th week of pregnancy, came to the doctor with a 5-day history of upper abdominal pain and vomiting with increased relief during the night. He was diagnosed with a peptic ulcer two years ago and treated with proton pump inhibitors and antibiotics. She is currently taking folic acid and multivitamins. His pulse is 90 / min and blood pressure is 130/85 mmHg. Pelvic examination shows the uterus to be of a size consistent with 30 weeks gestation. Laboratory results: hemoglobin 8,6 g / dL, platelet count 95,000 / mm3, serum total bilirubin 1.5 mg / dL, aspartate aminotransferase 80 U / L, lactate dehydrogenase 705 U / L; urine pH 6.2, protein 2 +, white blood cell negative, bacteria occasional, nitrate negative. Which of the following best explains the patient's symptoms?
A. Inflammation of the gallbladder
B. A bacterial infection of the kidneys
C. Inflammation of the mucosa (lining) of the lower esophagus
D. Glisson capsule expansion
E. Acute inflammation of the pancreas
F. rupture in the continuity of the abdominal mucosa",3.41
